Resource_ID,Resource_Type,Resource_Name,Region,Event_time,User_name,Event_name,account_id,delta,Request_ID,Type,Creation_Date
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:48Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]5efc56031ddc48c78fab227b6f15f084', 'startTime': 1704103534383, 'limit': 200, 'startFromHead': True, 'unmask': False}",7c161e85-c173-4f5f-990b-bae800ef08ed,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:49Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]5efc56031ddc48c78fab227b6f15f084', 'nextToken': 'b/38004705496575904961650096260553373242142216935302103040/s', 'limit': 200, 'startFromHead': False, 'unmask': False}",65bd2104-484b-4fea-8020-321cc93c93c5,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:49Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]5efc56031ddc48c78fab227b6f15f084', 'nextToken': 'f/38004705564871937130089890415867918045585028002600681471/s', 'limit': 200, 'startFromHead': True, 'unmask': False}",083c4b29-efb7-4ee4-ae01-b9b3e3044fa6,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:50Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]5efc56031ddc48c78fab227b6f15f084', 'nextToken': 'b/38004698806352345400402914584199903504000776410998243328', 'limit': 200, 'startFromHead': False, 'unmask': False}",022c4627-610d-4761-8229-8599a697e22e,IAMUser,2024-01-02T04:31:52Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:05Z,NA,ListAccessKeys,505227143833,,968a5146-c2c3-473c-852d-57b967d3f32f,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:07Z,NA,GetAccountSummary,505227143833,,15f883bc-3b2d-4a16-ba04-29fbe3cfd78b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:07Z,NA,ListInstanceProfilesForRole,505227143833,{'roleName': 'Cost_Explorer_Lambda_Role'},a1598f5a-b7f0-4007-b18f-e4477900bce9,Root,2024-01-02T05:57:18Z
NA,NA,organizations.amazonaws.com,us-east-1,2024-01-02T10:06:06Z,NA,DescribeOrganization,505227143833,,7994b663-6a6f-431d-be27-221c5770c643,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:07Z,NA,GetRole,505227143833,{'roleName': 'Cost_Explorer_Lambda_Role'},90f493c8-b9bf-4962-bb5c-84ea3dd63d02,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:07Z,NA,ListAccountAliases,505227143833,,a2e88896-58e3-49e2-a359-e08b1ad1c1fa,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:08Z,NA,GetAccountSummary,505227143833,,24125533-fb15-4cf5-ab90-188cf5d03d26,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:05Z,NA,GetAccountSummary,505227143833,,17569ee0-4f3e-4dbd-9173-4d97c7a7c69c,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:09Z,NA,GetAccountSummary,505227143833,,a074549a-79db-49de-8f04-540a50439a4b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:09Z,NA,ListPolicies,505227143833,"{'onlyAttached': False, 'maxItems': 1000}",0c452130-6bbe-4ddf-afc1-903f03c898ac,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:09Z,NA,GetRolePolicy,505227143833,"{'roleName': 'Cost_Explorer_Lambda_Role', 'policyName': 'Cost_Explorer_Policy'}",ebae8c0c-a346-4aa3-82f1-20f28506b525,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:09Z,NA,ListRolePolicies,505227143833,{'roleName': 'Cost_Explorer_Lambda_Role'},0b949b70-42cc-4f85-bcf9-edcaa68fc1c9,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:07Z,NA,GetAccountSummary,505227143833,,a190c475-9cdf-4131-832e-73adef8e190f,Root,2024-01-02T05:57:18Z
NA,['AWS::Logs::LogGroup'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:46Z,vishal,DescribeLogStreams,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'orderBy': 'LastEventTime', 'descending': True, 'limit': 50, 'filterExpiredLogStreams': True}",691f3bc2-502b-4739-8c13-fdc09dcac9ff,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogGroup'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:47Z,vishal,DescribeLogStreams,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'orderBy': 'LastEventTime', 'descending': True, 'nextToken': 'Kwfr0bfVKkYk4OrYazFRiRQjd_hnL-H2CVPwxeAZeONaN-fCIlTZhCQvH3pZjf9fyVgyeeon9wgnsJe4a7cmr27UaJ8xuT-p8Lg4ULlP61vOQYllBmG2qNqqVfT7XIwSzPAPa8DrRfyZUhjOiREEBrbt6T6CHyxN4Ls_99ywwEK2nE7yz7iOdZGGxU-9SXDZEgZEb05baaNg1caTFKunnnCP1-EbbjZ8RzZ8oRrAWsjWX56rh7qvf63Kb5Iz1nTIx5ichsX34cUDJ8JubyJXKlW454fB9wZpQOtW2kP-TMfmoVOQ8PgJOYX40V9GgPc-IeS2M2ZPpdhPcPhvQpfgJHKy0JqPHmsQ-oBu2ZImsEGsAKKSOOVSuoahebm86ibZ4yhKhfQE8kz_TztX31WV2YLQKrAj2enjb_FTBkCkufA', 'limit': 50, 'filterExpiredLogStreams': True}",105c2bc6-cdca-46c0-a0f1-75c3e59b0f4f,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:49Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]5efc56031ddc48c78fab227b6f15f084', 'nextToken': 'f/38004705564860786759550864331654939740158808167371636755/s', 'limit': 200, 'startFromHead': True, 'unmask': False}",51b86a4e-af7f-4c7e-9e9f-8c6f4a1ffa2d,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:49Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]5efc56031ddc48c78fab227b6f15f084', 'nextToken': 'b/38004698806352345400402914584199903504000776410998243328/s', 'limit': 200, 'startFromHead': False, 'unmask': False}",e62d6576-9466-426c-9669-a1ca41ce9c78,IAMUser,2024-01-02T04:31:52Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:10Z,NA,ListPolicies,505227143833,"{'onlyAttached': False, 'marker': 'ACbO3TBVod3ZBfuYcMahbDneAXePeg8RPPZsSKS86CQHCwcxNa2PI1H53s7+xTAIt4kBbmAo/xIAXy7KQLgLIWXTsUoSmf5PpvjrZ1DwcmYbdQ==', 'maxItems': 1000}",e6b6e540-52d2-46e4-8152-13437f111bb3,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/Amazon-EventBridge-Scheduler-Execution-Policy-72f04529-d203-464b-9af8-c8b303a570b5'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/Amazon-EventBridge-Scheduler-Execution-Policy-e887f941-8b59-4b7f-beca-71f1e4c8fbb6'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AmazonRedshift-CommandsAccessPolicy-20231211T113412'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AmazonSageMaker-ExecutionPolicy-20231224T130222'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSAthenaSparkRolePolicy-zky4rh6j'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSCodePipelineServiceRole-ap-northeast-2-file11'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSCodePipelineServiceRole-ap-northeast-2-one-test'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSCodePipelineServiceRole-ap-northeast-2-settingpipeline'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSCodePipelineServiceRole-ap-northeast-2-shreya-test'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSCodePipelineServiceRole-ap-northeast-2-test-codepipeline'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSCodePipelineServiceRole-ap-northeast-2-test-codepipeline-demo'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSCodePipelineServiceRole-ap-northeast-2-URVASHI-TEST'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSCodePipelineServiceRole-ap-south-1-stest-codepipeline'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSLambdaBasicExecutionRole-2132acfb-c9e5-43d7-b74b-adbbd82f6319'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSLambdaBasicExecutionRole-263fe4b3-b9e1-44ce-a792-301a82c90fee'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSLambdaBasicExecutionRole-274e0250-bea1-436d-beff-78ee6de93d48'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSLambdaBasicExecutionRole-2a84de5a-81a6-4bad-a910-78654a4ef799'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSLambdaBasicExecutionRole-4592d201-3ce7-45af-b691-92614a2a3ad3'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSLambdaBasicExecutionRole-83f2a25c-2104-401e-8880-0f45e14f50b4'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSLambdaBasicExecutionRole-ec027f05-062f-4e77-8229-ded4d475e538'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/AWSLambdaS3ExecutionRole-8f37cb8f-a570-4aba-b38e-2c7f411e4b8a'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/CloudTrailPolicyForCloudWatchLogs_dce8bdde-e54e-4962-82cf-4bff5112672e'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/rds-proxy-policy-1701690052324'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/rds-proxy-policy-1701690479738'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/S3policy'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/shreyaapis3'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/shreyabucketpolicy'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/start-pipeline-execution-ap-northeast-2-file11'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/start-pipeline-execution-ap-northeast-2-one-test'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/start-pipeline-execution-ap-northeast-2-settingpipeline'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/start-pipeline-execution-ap-northeast-2-shreya-test'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/start-pipeline-execution-ap-northeast-2-test-codepipeline'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/start-pipeline-execution-ap-northeast-2-test-codepipeline-demo'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/start-pipeline-execution-ap-northeast-2-URVASHI-TEST'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:12Z,NA,GetPolicy,505227143833,{'policyArn': 'arn:aws:iam::505227143833:policy/service-role/start-pipeline-execution-ap-south-1-stest-codepipeline'},68077021-514f-4771-85e2-0bfb7d63aee0,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:11Z,NA,ListPolicies,505227143833,"{'scope': 'AWS', 'onlyAttached': False, 'pathPrefix': '/'}",f05739c6-51c1-4b98-82e6-60879a4de773,Root,2024-01-02T05:57:18Z
NA,NA,organizations.amazonaws.com,us-east-1,2024-01-02T10:06:09Z,NA,DescribeOrganization,505227143833,,ec1fbbf9-6b5d-47a9-b4c2-e93e4d6f2cf6,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:23Z,NA,ListUsers,505227143833,{'maxItems': 1000},645693fd-ff75-4bad-b623-f139f718082d,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:23Z,NA,GetLoginProfile,505227143833,{'userName': 'pankaj'},4cf6405d-1e09-490a-a480-28e01067fd4b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:23Z,NA,GetLoginProfile,505227143833,{'userName': 'pravin'},4cf6405d-1e09-490a-a480-28e01067fd4b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:23Z,NA,GetLoginProfile,505227143833,{'userName': 'Shreya'},4cf6405d-1e09-490a-a480-28e01067fd4b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:23Z,NA,GetLoginProfile,505227143833,{'userName': 'sumesh'},4cf6405d-1e09-490a-a480-28e01067fd4b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:23Z,NA,GetLoginProfile,505227143833,{'userName': 'vishal'},4cf6405d-1e09-490a-a480-28e01067fd4b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:23Z,NA,GetAccountSummary,505227143833,,33986487-4331-4c4b-a705-8e6d56116121,Root,2024-01-02T05:57:18Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:06:08Z,NA,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:06:08 AM'}]}}",431aa871-1928-4e7d-b296-a1b511a8df9a,Root,2024-01-02T05:57:18Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:06:09Z,NA,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:06:09 AM'}]}}",6f64e545-d5ca-4807-94ec-066ac9eafd0e,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:25Z,NA,ListGroupsForUser,505227143833,{'userName': 'pankaj'},e8467b21-44d4-4fdf-b88b-04072f838ece,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:25Z,NA,ListGroupsForUser,505227143833,{'userName': 'pravin'},e8467b21-44d4-4fdf-b88b-04072f838ece,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:25Z,NA,ListGroupsForUser,505227143833,{'userName': 'Shreya'},e8467b21-44d4-4fdf-b88b-04072f838ece,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:25Z,NA,ListGroupsForUser,505227143833,{'userName': 'sumesh'},e8467b21-44d4-4fdf-b88b-04072f838ece,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:25Z,NA,ListGroupsForUser,505227143833,{'userName': 'vishal'},e8467b21-44d4-4fdf-b88b-04072f838ece,Root,2024-01-02T05:57:18Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:06:09Z,NA,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:06:09 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",6f64e545-d5ca-4807-94ec-066ac9eafd0e,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:23Z,NA,GetAccountSummary,505227143833,,2a525e25-aa6f-4146-b34f-1b5de92d4bd1,Root,2024-01-02T05:57:18Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:06:09Z,vishal,UpdateFunctionCode20150331v2,505227143833,"{'fullyQualifiedArn': {'arnPrefix': {'partition': 'aws', 'region': 'us-east-1', 'account': '505227143833'}, 'relativeId': {'functionName': 'CloudTrail-testing-lambda'}, 'functionQualifier': {}}, 'functionName': 'arn:aws:lambda:us-east-1:505227143833:function:CloudTrail-testing-lambda', 'publish': False, 'dryRun': False}",731890bc-0b26-4b35-9899-c1e8ccc915e7,IAMUser,2024-01-02T04:31:52Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:06:10Z,vishal,GetRuntimeManagementConfig,505227143833,{'functionName': 'arn:aws:lambda:us-east-1:505227143833:function:CloudTrail-testing-lambda'},a994db73-9b09-4c92-96c6-de1cae887471,IAMUser,2024-01-02T04:31:52Z
NA,NA,notifications.amazonaws.com,us-east-1,2024-01-02T10:06:10Z,NA,ListNotificationHubs,505227143833,,180414c2-9755-4328-9f6d-d8f3f70ac9b5,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:27Z,NA,GetAccessKeyLastUsed,505227143833,{'accessKeyId': 'AKIAXLIPCNKM4YY7GVJX'},dab6fa53-0b07-4fb8-8fe3-468577fb698b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:27Z,NA,GetAccessKeyLastUsed,505227143833,{'accessKeyId': 'AKIAXLIPCNKM7QGH6NHE'},dab6fa53-0b07-4fb8-8fe3-468577fb698b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:27Z,NA,GetAccessKeyLastUsed,505227143833,{'accessKeyId': 'AKIAXLIPCNKM7LJRZZ6Y'},dab6fa53-0b07-4fb8-8fe3-468577fb698b,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:26Z,NA,ListAccessKeys,505227143833,{'userName': 'pankaj'},97ff026f-28f8-416a-8045-587666ff6669,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:26Z,NA,ListAccessKeys,505227143833,{'userName': 'pravin'},97ff026f-28f8-416a-8045-587666ff6669,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:26Z,NA,ListAccessKeys,505227143833,{'userName': 'Shreya'},97ff026f-28f8-416a-8045-587666ff6669,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:26Z,NA,ListAccessKeys,505227143833,{'userName': 'sumesh'},97ff026f-28f8-416a-8045-587666ff6669,Root,2024-01-02T05:57:18Z
NA,NA,iam.amazonaws.com,us-east-1,2024-01-02T10:06:26Z,NA,ListAccessKeys,505227143833,{'userName': 'vishal'},97ff026f-28f8-416a-8045-587666ff6669,Root,2024-01-02T05:57:18Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:06:09Z,vishal,GetFunction20150331v2,505227143833,"{'functionName': 'CloudTrail-testing-lambda', 'qualifier': '$LATEST'}",e179e80a-9d9a-4855-904f-bc874a1e4be9,IAMUser,2024-01-02T04:31:52Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:06:11Z,vishal,GetFunction20150331v2,505227143833,{'functionName': 'CloudTrail-testing-lambda'},215dce7c-2831-4a0e-9d18-7b81769cd4b4,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:06:08Z,NA,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:06:08 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",431aa871-1928-4e7d-b296-a1b511a8df9a,Root,2024-01-02T05:57:18Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:06:10Z,vishal,GetFunction20150331v2,505227143833,{'functionName': 'CloudTrail-testing-lambda'},bf151d85-3f81-4bfb-ae91-5d03c440f8ea,IAMUser,2024-01-02T04:31:52Z
